Track URI,Track Name,Artist Name(s),Album Name,Album Release Date,Album Image URL,Track Duration (ms),Popularity,Artist Genres,Danceability,Label
7b7VFaKRzHCQ3weeSmrTI8,Love Hurts,Jim Capaldi,True Power-Ballads / 3CD set,2007,https://i.scdn.co/image/ab67616d0000b273d55b1200685266bb972c1596,206413,0,british blues,0.457,Universal Music
0V1mggDCn07qTgF1g5ETXH,Popsicles And Icicles,The Murmaids,Popsicles and Icicles: the Best of the Murmaids,2011,https://i.scdn.co/image/ab67616d0000b273db00ab512754156104ce6054,155400,2,classic girl group,0.641,Classic Music International
6cj8s9tWTahcd0XmnM2tVj,Right Now (Na Na Na),Akon,Freedom (Int'l Version),2008,https://i.scdn.co/image/ab67616d0000b273716b780c63154a82498d1c46,240746,0,dance pop,0.832,Universal Music Ltd.
67RGlVKzHjkY1InvIFiqYV,Love And Other Bruises,Air Supply,The Ultimate Collection,2012,https://i.scdn.co/image/ab67616d0000b27371826e198db6e5192202c153,223866,2,soft rock,0.447,EMI Music Australia
1ulXmqjktxSdrdT1bzc69H,Hot N Cold,Katy Perry,One Of The Boys,2008,https://i.scdn.co/image/ab67616d0000b27331cc26681b0164332fa26634,220226,61,pop,0.706,Capitol Records
2oq7025OFUrarY3WyQ9XmM,Like It Loud,Cassie Davis,Differently,2009,https://i.scdn.co/image/ab67616d0000b2739702f3b08025fc437dd56829,186320,0,australian pop,0.609,Sony Music Entertainment
3TsyC7TEuzHH8D7k0snkcU,I Should've Never Let You Go,Bardot,Bardot,2000,https://i.scdn.co/image/ab67616d0000b273f5fc7efa0a85a9e2db49b4bc,267066,0,australian pop,0.755,LilliPilli IP
22HYEJveCvykVDHDiEEmjZ,Tubthumping,Chumbawamba,Tubthumper,1997,https://i.scdn.co/image/ab67616d0000b2736cfc470251e23a7bb6a38d66,278778,68,anarcho-punk,0.348,EMI
2U2aFdIusTy3JetFPjHZkx,Whatever Will Be,"Tammin Sursok, Ray Hedges",Whatever Will Be,2005,https://i.scdn.co/image/ab67616d0000b27393d52cfa4613fd04387939a5,227413,15,australian pop,0.51,Columbia
2LAtELE0xGyMKcvNlxiyF3,1 Day 2 Nights,HRVY,1 Day 2 Nights,2021,https://i.scdn.co/image/ab67616d0000b273e96aa4078a6a5f6fc46977b4,138200,0,pop,0.747,BMG Rights Management (UK) Ltd
0wsXdby1T3PWLauIkGUZzg,Hula Hoop,OMI,Me 4 U,2015,https://i.scdn.co/image/ab67616d0000b27385ca00029c70d6b5b8372e96,205474,56,reggae fusion,0.673,"Ultra Records, LLC"
5psEZhQu6lukjhavJo4AbC,SO DONE,The Kid LAROI,SO DONE,2020,https://i.scdn.co/image/ab67616d0000b273e59aad3262c3ca9107ca5c2f,126521,0,australian hip hop,0.719,Columbia
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,1989,2014,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148,231826,69,pop,0.753,"Big Machine Records, LLC"
5XYb6UnDIUvulbuiAKImNa,Better Than,John Butler Trio,Grand National,2007,https://i.scdn.co/image/ab67616d0000b2730dc4ad96d668d867f7ddc114,209333,50,banjo,0.627,Jarrah Records
2Ltm1hcqVSFt0Nh4dD7Z5R,And We Danced,The Hooters,Nervous Night,1985,https://i.scdn.co/image/ab67616d0000b273e8924ee9fcbbdf8d48569944,228106,27,philly indie,0.582,Columbia
1lvpicn5ni5RLhJrPVunGm,I Don't Want To Be With Nobody But You (feat. Wendy Matthews),"Absent Friends, Wendy Matthews",Here's Looking Up Your Address,1990,https://i.scdn.co/image/ab67616d0000b273c5d2b58c5b9b305fc665996c,286693,33,australian rock,0.539,rooArt
12VzulX6U34ea0LXm6zGGf,Predictable,Delta Goodrem,Innocent Eyes,2003,https://i.scdn.co/image/ab67616d0000b273da57f76f2fc20c1ed0bede9b,218933,33,australian pop,0.74,Epic
7KokYm8cMIXCsGVmUvKtqf,Karma,Taylor Swift,Midnights,2022,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,204852,77,pop,0.64,Taylor Swift
1DhWqmdt5dYKQqjngEAGKU,"Eye Level (Original Theme from ""Van Der Valk"")","The Simon Park Orchestra, De Wolfe Music",Eye Level,1973,https://i.scdn.co/image/ab67616d0000b2737fc9beea2b8470b26cbd147e,140948,0,library music,0.576,De Wolfe Ltd
43tXphvUlXym54Z0cg1rjd,Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,Don't Let The Rain Come Down: The Best Of The Serendipity Singers,1998,https://i.scdn.co/image/ab67616d0000b2730e883b742a2d1b3a1fe673c9,166360,27,american folk revival,0.785,Mercury Records
7iIeylfGVAwY6hwpTnDQCR,Witch Queen,Chantoozies,Chantoozies,1988,https://i.scdn.co/image/ab67616d0000b2738be4b95a2586d7662c33fea6,258973,20,australian rock,0.785,WM Australia
5DJl3SxRVCxKgmwlNb3d1s,Cool World - Digitally Remastered,Mondo Rock,The Greatest Hits,2017,https://i.scdn.co/image/ab67616d0000b27381edc13ef7439ae806502d84,213680,0,australian rock,0.592,Bloodlines
3pDiNbqY2sRSNApqrS8td7,Silver Moon,"Michael Nesmith, The First National Band",70s 100 Hits,2010,https://i.scdn.co/image/ab67616d0000b273871ab8561721e8967eda8269,190333,23,country rock,0.561,Sony Music Entertainment
0dc1kYrVpq3dqn1ubblOXz,Sunshine After The Rain,Elkie Brooks,Pearls,1981,https://i.scdn.co/image/ab67616d0000b2730262144b991d8d11af027cf8,203826,19,classic uk pop,0.649,EMI
0VJwAzffgIdB2JseOFnwzU,You Get What You Give,New Radicals,Maximum Edge - '90s Modern Rock,2000,https://i.scdn.co/image/ab67616d0000b2738673e90d43a668751d916d0a,300600,0,pop rock,0.622,Metacom Music
6WIxgIAMT9zYRLfIFcDYxd,I'll Put You Together Again,Hot Chocolate,Every 1's a Winner,1978,https://i.scdn.co/image/ab67616d0000b273b179d40cdaa53d103df29e28,232920,26,disco,0.435,Parlophone UK
0smyCrJiibi2uwCiq5R1vj,Save Tonight,Eagle-Eye Cherry,Desireless,1998,https://i.scdn.co/image/ab67616d0000b27395127975447a26eb7e31668b,242733,72,pop rock,0.547,Polydor Records
3Id8znxIUtTYNhZsak8Unb,Cindy's Birthday,Johnny Crawford,A Young Man's Fancy,2006,https://i.scdn.co/image/ab67616d0000b273f12b539fbf41584b74393114,128453,29,deep adult standards,0.61,Rhino
47oS7xB31QQUyPCgHpM3VZ,Canned Heat,Jamiroquai,Synkronized,1999,https://i.scdn.co/image/ab67616d0000b2734ccb64f022a53d3e8ec84a20,331760,64,dance pop,0.7,Sony Music CG
2ZOTtG7v1OrSNs6EINIGb4,Black Betty,Ram Jam,The Very Best Of Ram Jam,1990,https://i.scdn.co/image/ab67616d0000b273ed4989dcb7cfb1887be9d250,237893,63,southern rock,0.465,Epic/Legacy
2PsHIonOTmX6bSrzIJSjyS,Nobody Knows,The Tony Rich Project,Words,1996,https://i.scdn.co/image/ab67616d0000b27391450f3087b074b43772b94e,306933,54,contemporary r&b,0.64,Arista/LaFace Records
7BYyb7UHvt6XG2Tb4dbvwg,Shadow Boxer,The Angels,40 Years of Rock - Vol. 1: 40 Greatest Studio Hits,2014,https://i.scdn.co/image/ab67616d0000b27333076ba0dca338af801d7d4b,161837,0,australian rock,0.281,Bloodlines
2whjNFHvoyxPPIioy8oO87,One Word,Baby Animals,Baby Animals / Shaved & Dangerous,2008,https://i.scdn.co/image/ab67616d0000b27397fc8034722824df1f51b23f,235880,0,australian rock,0.536,Bloodlines
5D2NYyN0w00pzJbUGTLOwx,Good Days Bad Days,Kaiser Chiefs,Off with Their Heads,2008,https://i.scdn.co/image/ab67616d0000b27388381e4837d636c3c2bce2cd,173813,0,modern rock,0.621,B Unique UK Ltd
1mCsF9Tw4AkIZOjvZbZZdT,Break My Stride,Matthew Wilder,I Don't Speak The Language,1983,https://i.scdn.co/image/ab67616d0000b2739824c6e084b02d24b2e22e94,184480,70,new wave pop,0.917,Legacy Recordings
71IEKZtnuNR9W0Sl2CsvZU,34+35,Ariana Grande,Positions,2020,https://i.scdn.co/image/ab67616d0000b2736484dfce3cc12e68d8aa2e55,173710,45,pop,0.822,Republic Records
1cNpxHxZHmZDG8JT981yHf,Days Like This,Busby Marou,Days Like This,2021,https://i.scdn.co/image/ab67616d0000b27350d3eea7a647ea8d71997fd1,186755,30,australian indigenous music,0.667,Sony Music Entertainment
3BG0FJ4wvsHCj1otsNV890,Looking Through Patient Eyes,P.M. Dawn,Recollection,2018,https://i.scdn.co/image/ab67616d0000b27346c141f75743346a93eaee10,249666,0,contemporary r&b,0.786,Intersound
2LKVqj0hkZsqQTOuWypM1c,I'm On Fire,5000 Volts,70s Gems,2010,https://i.scdn.co/image/ab67616d0000b2739d6a490cb45234b1ed2463fc,154426,25,classic uk pop,0.635,Sony Music Catalog
20QOF5xJItVcHSwCv6CVqz,Pipeline,The Chantays,Pipeline,2014,https://i.scdn.co/image/ab67616d0000b273726cac6baf61742446c135b2,142785,15,surf music,0.444,Redwood Records
3hRZsdTF5uyGA2uhNqEuhm,Too Much To Ask,Niall Horan,Too Much To Ask,2017,https://i.scdn.co/image/ab67616d0000b273cf3f583f6d3712b50eda13f9,223043,0,pop,0.517,Universal Music Group
7gHs73wELdeycvS48JfIos,Faded,Alan Walker,Faded,2015,https://i.scdn.co/image/ab67616d0000b273c4d00cac55ae1b4598c9bc90,212626,69,electro house,0.589,Kreatell Music
4TFLUXjdQOSK0vyLZ510LT,So Macho,Sinitta,Hits+ Collection 86 - 09 Right Back Where We Started From,2009,https://i.scdn.co/image/ab67616d0000b273e30c91dd94e176b4bcf55260,205160,10,hi-nrg,0.745,Sony Music UK
5kK1Iru9ogP3Iy1zsANU1n,The Power of Love,Céline Dion,The Colour Of My Love,1993,https://i.scdn.co/image/ab67616d0000b27363e07c2dbc7450974a146e96,342400,71,canadian pop,0.546,Columbia
7ngEMpkZuzG2o3tDGbUpJl,Something's Burning,Kenny Rogers & The First Edition,Greatest Hits,1996,https://i.scdn.co/image/ab67616d0000b273ade939773cce382498f68307,240200,6,psychedelic rock,0.441,Hip-O (UC)
3eHopQk0VWyMbX13UdcRdO,Sugar,Maroon 5,V,2014,https://i.scdn.co/image/ab67616d0000b273f6439e050ccf1891df058582,235493,0,pop,0.744,Universal Music LLC
3lgqsGWU3sYio7ekXqL9sq,Tip Of My Tongue,Diesel,Hepfidelity,1992,https://i.scdn.co/image/ab67616d0000b273bba1aab8966389bad14b6886,254640,0,australian rock,0.658,EMI Australia
1Xi84slp6FryDSCbzq4UCD,Arcade,Duncan Laurence,Arcade,2019,https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b,183624,73,dutch pop,0.459,"Universal Music, a division of Universal International Music BV"
4oC5fewy8XZsJM6ZQRwR2y,Male Stripper,Man 2 Man,Male Stripper (Retrospective 1983-1990),2007,https://i.scdn.co/image/ab67616d0000b2732036f32fb6c83d2256f3719d,262160,36,hi-nrg,0.668,Recca Record
5t3oszlshIPTzpAwcCMqgw,When You're Looking Like That - Single Remix,Westlife,Coast To Coast (Expanded Edition),2000,https://i.scdn.co/image/ab67616d0000b27315f19e3b1fbfc5a2f164fb6a,232826,59,boy band,0.597,RCA Records Label
2meEiZKWkiN28gITzFwQo5,Into You,Ariana Grande,Dangerous Woman,2016,https://i.scdn.co/image/ab67616d0000b2735f9393fda71e7df39b34defd,244453,20,pop,0.623,Universal Records
1tMi57U5Nkk6qRZSNwbzQr,So You Win Again,Hot Chocolate,Every 1's a Winner,1978,https://i.scdn.co/image/ab67616d0000b273b179d40cdaa53d103df29e28,271426,47,disco,0.706,Parlophone UK
0vu0DKEy77Me6DgiHD2TYl,Poison,Bardot,Bardot,2000,https://i.scdn.co/image/ab67616d0000b273f74ea105f856bd0ede5b8bb4,200200,0,australian pop,0.81,WM Australia
3WimzuWXQt4bnd4jcv0Gov,Instant Replay,Dan Hartman,Keep The Fire Burnin',1994,https://i.scdn.co/image/ab67616d0000b2739f6e31eee21cc9a4c57c2cae,320333,39,disco,0.754,Chaos
4RhKJtUfmeONyohbtIDrSA,Hammerhead,James Reyne,James Reyne,1988,https://i.scdn.co/image/ab67616d0000b2730829c19f73f993c8a933e166,286840,37,australian rock,0.67,Capitol
0APYlBDN2CGNzXzKbzYlE7,The Greatest Show,Panic! At The Disco,The Greatest Showman: Reimagined (Deluxe),2017,https://i.scdn.co/image/ab67616d0000b273c4e9d12d9ccdd7e48d2a0329,174306,36,pop,0.546,Atlantic Records
45S5WTQEGOB1VHr1Q4FuPl,Golden,Harry Styles,Fine Line,2019,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,208906,72,pop,0.448,Columbia
5ouMGeOtmeHUfneTwgjNWC,Single Girl,Sandy Posey,I Will Follow Him - The Best Of,2009,https://i.scdn.co/image/ab67616d0000b273d14fc1dc1c827c1ea6e8b45c,147426,23,nashville sound,0.621,"Nifty Music, Inc."
3JjY2L2bqql54j1SjnjQ23,(Can't Live Without Your) Love And Affection - Remastered 2017,Nelson,After The Rain (Remastered),1990,https://i.scdn.co/image/ab67616d0000b27343e681f8ce71d1cd113d10a9,236435,48,glam metal,0.541,Geffen
2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),2013,https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c,221360,78,pop,0.53,RCA Records Label
41c0FBsKGWXqAnQC3ifyzw,Too Much Ain't Enough Love,Jimmy Barnes,Freight Train Heart,1987,https://i.scdn.co/image/ab67616d0000b273efb3bf84d12adc413d2496b3,284280,25,australian rock,0.623,Bloodlines
6BoueSxgJU2heOvYVDTBuk,I Do (Cherish You),98º,98 Degrees And Rising,1998,https://i.scdn.co/image/ab67616d0000b2737084019f62d98119937ed26e,228066,0,boy band,0.573,Universal Music LLC
0HnaqUxvHP5LaWdmWwJpiS,Love Somebody,Maroon 5,Overexposed - Deluxe,2012,https://i.scdn.co/image/ab67616d0000b2739d41d73f973cb817462e068a,229813,56,pop,0.675,Interscope Records*
40F02fgjd0EIKY5wZsICKQ,Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,Essential Folk Masters,2011,https://i.scdn.co/image/ab67616d0000b273387c8c71377e3e5a53df4f59,164733,0,american folk revival,0.787,Master Classics Records
5vr75xhVxVlqPW18AgHqhA,Slipstream,Sherbet,Anthology,2008,https://i.scdn.co/image/ab67616d0000b273d3f56b11a56d0b0f192da1a7,180960,0,australian rock,0.388,Bloodlines
4UKe8besA3ozapud4bAOug,Mine,Taylor Swift,Speak Now,2010,https://i.scdn.co/image/ab67616d0000b2734e1f1cde359c6fcd3b307cd5,230546,0,pop,0.696,Universal Music Group
5R2pfvbDbgp584poAmGieP,Rio,Michael Nesmith,Infinite Tuesday: Autobiographical Riffs,2017,https://i.scdn.co/image/ab67616d0000b273dab67aa433c5c4c1a286080d,370493,27,country rock,0.548,Rhino
7DHjerIyPHNokLIQOmbo9b,Like It Like That,Guy Sebastian,Like It Like That,2009,https://i.scdn.co/image/ab67616d0000b273b156fa49f0e23495db026fc9,241973,43,australian pop,0.585,Sony Music Entertainment
6ocbgoVGwYJhOv1GgI9NsF,7 rings,Ariana Grande,"thank u, next",2019,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,178626,82,pop,0.777,Republic Records
6kooDsorCpWVMGc994XjWN,Black Betty,Ram Jam,Ram Jam,1977,https://i.scdn.co/image/ab67616d0000b273fa5dcfc4b1b99a0598224758,238973,71,southern rock,0.465,Epic
2GOZBSkMkbQZQ3Vu1UK3Y2,I Like That,Bazzi,I Like That,2018,https://i.scdn.co/image/ab67616d0000b2737c5d30cfa8458d48d210dec5,158024,0,pop,0.671,Atlantic Records
2KzPXNOtIHNDmDzynPzDxr,Standing On The Outside,Cold Chisel,The Best of Cold Chisel - All for You,2011,https://i.scdn.co/image/ab67616d0000b27306dc40069e45da5e5d9f90e6,175574,0,australian rock,0.389,Cold Chisel Pty Ltd
7fWSIddv6LJG8ZXJFNVQyi,Nothing Really Matters,Mr. Probz,Nothing Really Matters,2014,https://i.scdn.co/image/ab67616d0000b2739cecff556a54c7460634b393,222041,0,pop dance,0.404,Left Lane Recordings
5znn63OxSBuhiLG5LiB1uv,If I Only Had Time,John Rowles,True 60s Love (3CD Set),2006,https://i.scdn.co/image/ab67616d0000b273c3711bc21bd6bdc5383927e7,167426,0,classic nz pop,0.37,Universal Music
3FDAd5vW4P7xe1GBNOLyfD,The One That You Love,Air Supply,The One That You Love,1981,https://i.scdn.co/image/ab67616d0000b27348224db72657cad2c6cf7c34,259000,61,soft rock,0.396,Buddha Records
2XZfoXVg9cVsSNGIiPHPPh,Daylight,Maroon 5,Overexposed,2012,https://i.scdn.co/image/ab67616d0000b273205182ba108cdaa51ce6bf86,225306,0,pop,0.655,Universal Music Taiwan
5iLvRrk04Bh6IDjefiEDSN,Am I Ever Gonna See Your Face Again,The Angels,Liveline,1988,https://i.scdn.co/image/ab67616d0000b2731958573818cb6d7762f61f13,249733,0,australian rock,0.209,Bloodlines
1gPZsYflLQSUNSqJzhpbA2,Mendocino,Sir Douglas Quintet,The Best Of Doug Sahm & The Sir Douglas Quintet (1968 - 1975),1990,https://i.scdn.co/image/ab67616d0000b273cfa6bf39e92ea1184f099791,158266,17,cosmic american,0.555,Mercury Records
729niU7gAAMpn7UXM5L2aY,You've Not Changed,Sandie Shaw,The Very Best Of,2019,https://i.scdn.co/image/ab67616d0000b2739598a1c9fd2c9e6a3323a183,139733,7,british invasion,0.633,UMC (Universal Music Catalogue)
7rpNuuoMbid56XkDsx2FjE,Black And White,Niall Horan,Heartbreak Weather,2020,https://i.scdn.co/image/ab67616d0000b2733d13e91ce05c4e9b3e7201b7,193089,64,pop,0.443,Capitol Records
2TSVJz7sJIUInkzWVJIsCf,I Can Dream About You,Dan Hartman,Streets Of Fire,1984,https://i.scdn.co/image/ab67616d0000b273e1b7bdd208bcfcd89d2dd1ed,247800,0,disco,0.747,Geffen*
7lPOxMMuMisUcWuIdgIIfg,My Little Girl,Ted Mulry Gang,70 Hits of the '70s,2016,https://i.scdn.co/image/ab67616d0000b273a6f173ddeeeca55fc54cddf3,217226,24,australian rock,0.665,WM Australia
2TtUTMm65xZeqmF721Txfk,Don't Expect Me to Be Your Friend,Lobo,The Best Of Lobo,1993,https://i.scdn.co/image/ab67616d0000b27311bdb729983420341631a561,217906,31,soft rock,0.513,Rhino Atlantic
6WmiK2assqEPtmqDnn7Dxc,What To Do,Rotimi,What To Do,2021,https://i.scdn.co/image/ab67616d0000b273b81911c989ee4179af88c0c7,144004,25,pop r&b,0.728,FrontRo Music Group LLC / EMPIRE
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,Espresso,2024,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5,175459,94,pop,0.701,Island Records
5nA67Y0XX9JipZwYxX7Gl7,This Town,Niall Horan,This Town,2016,https://i.scdn.co/image/ab67616d0000b273cad02035314b784b53570eac,232600,0,pop,0.687,Universal Music Group
5i8v4dQ9Lfo0CmG7PU64Z2,Only Wanna Be With You,Amy Shark,Only Wanna Be With You,2022,https://i.scdn.co/image/ab67616d0000b2739412b979a655de70cd90c374,190651,42,australian pop,0.527,Wonderlick
4lT65U9u7ghr8gNo04JgzJ,Elastic Heart,Sia,1000 Forms of Fear,2014,https://i.scdn.co/image/ab67616d0000b2737125db1c06539ff1ec302648,257200,0,pop,0.421,Inertia Music
2aJ0ZdaL40vOB9dlZ7ZhzL,Jesus Is a Soul Man,Lawrence Reynolds,Jesus Is A Soul Man,1970,https://i.scdn.co/image/ab67616d0000b273db1fb0fa21e36ce321dfe8f5,172440,5,country gospel,0.699,Rhino/Warner Records
3F3n2V9XBrtb1omqLfcNPe,Love Is on the Way,Saigon Kick,The Lizard,1992,https://i.scdn.co/image/ab67616d0000b273def72c14cd4931b35ff88df9,264173,50,glam metal,0.576,Rhino Atlantic
6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,Taylor Swift,Lover,2019,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,171360,77,pop,0.771,Taylor Swift
4sWh622ZgNeokhyhlR7X9e,50 Years,Uncanny X-Men,Cos Life Hurts,1985,https://i.scdn.co/image/ab67616d0000b2736b33b5f6e6abd0782e4e0a86,246160,34,australian rock,0.375,WM Australia
6KjbNLbRjuoa8rEq5yNA6H,Honest,The Chainsmokers,Memories...Do Not Open,2017,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,208000,51,pop,0.673,Disruptor Records/Columbia
19cxRMqCzpYNU4wXcMj8jA,Always on My Mind,Tiki Taane,"Past, Present, Future",2007,https://i.scdn.co/image/ab67616d0000b273d7aa8209571f61592ed14f21,176386,0,nz reggae,0.929,Dirty Dub
1InCpEliLCkWHOBdXW7XSx,Kings & Queens,Ava Max,Heaven & Hell,2020,https://i.scdn.co/image/ab67616d0000b2732ca6f6a1cf2cb7c43de08db5,162398,0,pop,0.637,Atlantic Records
2HgavVf1bbgYqNlZnUpW6m,Rhymes,Rockmelons,Tales Of The City,2015,https://i.scdn.co/image/ab67616d0000b273d5c1e4b1309b9118fd47216d,283200,13,australian rock,0.766,Universal Music Australia Pty. Ltd.
2RSP1teKYl4q959OinwJeT,City Lights,David Essex,Best Of David Essex,1996,https://i.scdn.co/image/ab67616d0000b2737f39354389a634ea4a2fb62b,340040,12,glam rock,0.402,Columbia
1v0ufp7FLTFcykUGOmFZKa,Daffodils (feat. Kevin Parker),"Mark Ronson, Kevin Parker",Uptown Special,2015,https://i.scdn.co/image/ab67616d0000b273e419ccba0baa8bd3f3d7abf2,298133,50,pop soul,0.724,Columbia
6BhH3NSJEh58az40hZSMgK,Beautiful Goodbye,Maroon 5,Overexposed,2012,https://i.scdn.co/image/ab67616d0000b2737582f40c3a7837eb2648a8af,255386,32,pop,0.662,Interscope Records*
7pej5hnsn1bcVsQbFDaOuz,Don't Bet Money Honey,Linda Scott,Little Star,1963,https://i.scdn.co/image/ab67616d0000b27312dd32692626f3c33d0d2662,150746,1,brill building pop,0.248,Poppydisc
7ieCsfrxC9ssTGUzCL8BHv,Holy Grail,Hunters & Collectors,Cut (25th Anniversary Deluxe Version),1992,https://i.scdn.co/image/ab67616d0000b2734842335ccfee822cfe50b7bd,227719,58,australian rock,0.64,Bloodlines
0uMMLry3hzWGn3q3loqMkm,La Bamba,Los Lobos,La Bamba / Charlena,1987,https://i.scdn.co/image/ab67616d0000b273c208d60c83e8611195875e13,174186,66,roots rock,0.506,Rhino/Slash
5XM7yXTFzTN0PVo9L1bkQS,Holy Grail,Hunters & Collectors,Cut,1992,https://i.scdn.co/image/ab67616d0000b2734c75574b3f389b1d7d4de7ac,230066,0,australian rock,0.648,Bloodlines
2qLCoKtnmGCzV8fqG6HeR6,Waiting Game,Parson James,The Temple EP,2016,https://i.scdn.co/image/ab67616d0000b273affed0446de9aa5ae0874f90,232400,42,pop soul,0.393,RCA Records Label
7eu51kQxpMvSYa2YV9KQpY,Turn Up Your Radio,The Master's Apprentices,The Very Best Of Masters Apprentices,1988,https://i.scdn.co/image/ab67616d0000b2739e1fdf6a5da3ecff511d58d6,213000,32,australian rock,0.411,Virgin Records
1tYt8PbpbeTuqsNmprAZYY,Dessert,Dawin,Dessert,2015,https://i.scdn.co/image/ab67616d0000b273d4758fc1bc49b610c3fbc0a4,210983,0,nyc pop,0.868,Universal Music Group
7BHPfjnhrmPLcnAL3mx6cT,The Hardest Thing,98º,98º And Rising,1998,https://i.scdn.co/image/ab67616d0000b273f2307c50983b6e6ac4d0c1c6,274626,0,boy band,0.723,Universal Records
1dbt3sOwRmUOLfQZSpSz9O,Truly,Lionel Richie,Lionel Richie (Expanded Edition),1982,https://i.scdn.co/image/ab67616d0000b2739ab191316eb4f1cea5da5424,200506,0,soft rock,0.366,Universal Music Group
4PolnByeD51J70KyfwsVTT,Funny Face,Donna Fargo,Donna Fargo,2010,https://i.scdn.co/image/ab67616d0000b2736731182c2f446da8b86bcfdc,153693,0,classic country pop,0.608,Suite 102
7jUnwF51o95iu2zPnpnEdW,Going Under,Evanescence,Fallen,2003,https://i.scdn.co/image/ab67616d0000b273b452e368a6ab2cff47147b3c,214946,0,alternative metal,0.371,Wind Up
57PjISfyOyDcvTPipz16nf,Love Me Again,John Newman,Love Me Again,2013,https://i.scdn.co/image/ab67616d0000b273acaa16821d39d2954e2f3641,240288,0,dance pop,0.485,Universal Music Group
4WbJfIsqn6Zfn2OCT4aacB,You Shook Me All Night Long,Back In Black,Back in Black,2012,https://i.scdn.co/image/ab67616d0000b2733ad5858333ae0ddaae61e5df,210335,28,britcore,0.502,Rachelle Productions
2r9LMUnfsxtDqIZF8ByZ8n,The Prayer,Anthony Callea,Anthony Callea,2005,https://i.scdn.co/image/ab67616d0000b27319739c476619dba7d2e2a9b3,255360,29,australian pop,0.217,BMG Music
1F6oGPF75u9RuHH4BGx9Bf,We Are Never Ever Getting Back Together,Taylor Swift,Red,2012,https://i.scdn.co/image/ab67616d0000b2737d2f918a1b23f98ceb7510fa,193146,0,pop,0.624,Universal Music Group
3BrmZp9bjwjwAva5rCgW87,You Give Me Something,James Morrison,Undiscovered,2006,https://i.scdn.co/image/ab67616d0000b27381553848fa2ca0164ae92234,213173,58,neo mellow,0.559,Polydor Records
09eonIb5rHlLO23YIg9NK8,Live With Friends,Russell Morris,The Very Best Of Russell Morris,2013,https://i.scdn.co/image/ab67616d0000b273d6067f86a6560ec7ddd00965,221773,8,australian rock,0.478,EMI
